unit_id,blood_type,collected_at,expires_at,status,hospital_request_id,handed_over_at,disposed_at,created_at
1105,O-,2025-04-03 13:08:00,2025-05-15 13:08:00,handed_over,3154.0,2025-04-12 13:08:00,,2025-04-03 11:08:00
1106,A+,2025-08-31 22:49:00,2025-10-12 22:49:00,available,,,,2025-08-31 21:49:00
1107,B+,2022-07-06 16:01:00,2022-08-17 16:01:00,disposed,,,2022-08-13 16:01:00,2022-07-06 15:01:00
1108,O+,2021-08-20 17:58:00,2021-10-01 17:58:00,handed_over,2975.0,2021-08-24 17:58:00,,2021-08-20 15:58:00
1109,AB+,2017-02-22 14:42:00,2017-04-05 14:42:00,available,,,,2017-02-22 13:42:00
1110,A+,2019-09-16 19:27:00,2019-10-28 19:27:00,disposed,,,2019-10-25 19:27:00,2019-09-16 19:27:00
1111,O+,2016-11-26 18:27:00,2017-01-07 18:27:00,available,,,,2016-11-26 16:27:00
1112,A+,2020-07-22 04:09:00,2020-09-02 04:09:00,available,,,,2020-07-22 04:09:00
1113,A+,2023-02-14 13:33:00,2023-03-28 13:33:00,available,,,,2023-02-14 11:33:00
1114,B+,2019-06-05 01:17:00,2019-07-17 01:17:00,disposed,,,2019-07-15 01:17:00,2019-06-04 23:17:00
1115,B-,2023-12-02 18:04:00,2024-01-13 18:04:00,handed_over,2175.0,2023-12-09 18:04:00,,2023-12-02 17:04:00
1116,B-,2025-03-01 01:10:00,2025-04-12 01:10:00,available,,,,2025-02-28 23:10:00
1117,A+,2020-05-16 17:37:00,2020-06-27 17:37:00,disposed,,,2020-06-25 17:37:00,2020-05-16 16:37:00
1118,O+,2023-07-05 09:21:00,2023-08-16 09:21:00,available,,,,2023-07-05 07:21:00
1119,A-,2023-12-06 21:42:00,2024-01-17 21:42:00,disposed,,,2024-01-16 21:42:00,2023-12-06 21:42:00
1120,A+,2017-04-11 16:23:00,2017-05-23 16:23:00,available,,,,2017-04-11 16:23:00
1121,O+,2022-10-03 23:57:00,2022-11-14 23:57:00,disposed,,,2022-11-10 23:57:00,2022-10-03 23:57:00
1122,O-,2018-10-02 19:35:00,2018-11-13 19:35:00,handed_over,2800.0,2018-10-11 19:35:00,,2018-10-02 19:35:00
1123,O+,2024-02-19 13:57:00,2024-04-01 13:57:00,disposed,,,2024-03-30 13:57:00,2024-02-19 13:57:00
1124,O+,2019-12-14 05:08:00,2020-01-25 05:08:00,disposed,,,2020-01-22 05:08:00,2019-12-14 05:08:00
1125,AB+,2023-10-07 11:57:00,2023-11-18 11:57:00,disposed,,,2023-11-14 11:57:00,2023-10-07 09:57:00
1126,B-,2024-09-01 07:55:00,2024-10-13 07:55:00,handed_over,1351.0,2024-09-04 07:55:00,,2024-09-01 06:55:00
1127,A+,2019-07-07 04:05:00,2019-08-18 04:05:00,disposed,,,2019-08-15 04:05:00,2019-07-07 02:05:00
1128,B+,2020-12-01 18:26:00,2021-01-12 18:26:00,handed_over,9624.0,2020-12-06 18:26:00,,2020-12-01 18:26:00
1129,B+,2021-08-17 08:14:00,2021-09-28 08:14:00,available,,,,2021-08-17 08:14:00
1130,A-,2020-02-16 08:06:00,2020-03-29 08:06:00,disposed,,,2020-03-26 08:06:00,2020-02-16 06:06:00
1131,AB-,2020-10-25 07:46:00,2020-12-06 07:46:00,handed_over,3799.0,2020-10-28 07:46:00,,2020-10-25 06:46:00
1132,B+,2025-06-04 14:36:00,2025-07-16 14:36:00,available,,,,2025-06-04 13:36:00
1133,A+,2024-08-20 06:05:00,2024-10-01 06:05:00,handed_over,8552.0,2024-08-25 06:05:00,,2024-08-20 05:05:00
1134,A+,2016-07-29 16:41:00,2016-09-09 16:41:00,handed_over,1882.0,2016-07-31 16:41:00,,2016-07-29 15:41:00
1135,AB+,2019-11-27 10:14:00,2020-01-08 10:14:00,handed_over,1949.0,2019-12-01 10:14:00,,2019-11-27 10:14:00
1136,A+,2025-11-02 10:22:00,2025-12-14 10:22:00,handed_over,7302.0,2025-11-04 10:22:00,,2025-11-02 10:22:00
1137,O+,2017-08-01 02:17:00,2017-09-12 02:17:00,available,,,,2017-08-01 01:17:00
1138,B+,2022-01-09 10:19:00,2022-02-20 10:19:00,handed_over,4579.0,2022-01-12 10:19:00,,2022-01-09 08:19:00
1139,B+,2023-07-08 21:49:00,2023-08-19 21:49:00,disposed,,,2023-08-18 21:49:00,2023-07-08 19:49:00
1140,B-,2023-12-04 06:09:00,2024-01-15 06:09:00,available,,,,2023-12-04 06:09:00
1141,O+,2025-01-31 19:28:00,2025-03-14 19:28:00,handed_over,6552.0,2025-02-05 19:28:00,,2025-01-31 17:28:00
1142,B+,2025-05-16 09:12:00,2025-06-27 09:12:00,available,,,,2025-05-16 09:12:00
1143,AB+,2025-12-09 22:49:00,2026-01-20 22:49:00,available,,,,2025-12-09 22:49:00
1144,B-,2019-05-23 03:51:00,2019-07-04 03:51:00,handed_over,3067.0,2019-06-01 03:51:00,,2019-05-23 02:51:00
1145,A-,2019-02-10 02:20:00,2019-03-24 02:20:00,available,,,,2019-02-10 01:20:00
1146,O+,2021-10-01 01:03:00,2021-11-12 01:03:00,handed_over,3791.0,2021-10-04 01:03:00,,2021-10-01 00:03:00
1147,O+,2016-07-11 14:56:00,2016-08-22 14:56:00,handed_over,6733.0,2016-07-17 14:56:00,,2016-07-11 13:56:00
1148,AB+,2021-11-14 05:06:00,2021-12-26 05:06:00,available,,,,2021-11-14 04:06:00
1149,O+,2022-01-03 11:00:00,2022-02-14 11:00:00,handed_over,8970.0,2022-01-07 11:00:00,,2022-01-03 10:00:00
1150,O+,2025-03-20 18:44:00,2025-05-01 18:44:00,disposed,,,2025-04-28 18:44:00,2025-03-20 16:44:00
1151,AB-,2017-11-14 11:21:00,2017-12-26 11:21:00,available,,,,2017-11-14 10:21:00
1152,O+,2016-11-28 13:21:00,2017-01-09 13:21:00,handed_over,4202.0,2016-12-02 13:21:00,,2016-11-28 12:21:00
1153,AB+,2020-12-26 11:19:00,2021-02-06 11:19:00,disposed,,,2021-02-06 11:19:00,2020-12-26 11:19:00
1154,AB+,2020-11-06 05:58:00,2020-12-18 05:58:00,disposed,,,2020-12-14 05:58:00,2020-11-06 05:58:00
1155,AB+,2024-11-15 19:55:00,2024-12-27 19:55:00,handed_over,9824.0,2024-11-20 19:55:00,,2024-11-15 18:55:00
1156,O+,2016-04-14 01:38:00,2016-05-26 01:38:00,available,,,,2016-04-14 01:38:00
1157,A+,2018-11-30 11:36:00,2019-01-11 11:36:00,available,,,,2018-11-30 09:36:00
1158,O+,2016-11-16 21:14:00,2016-12-28 21:14:00,available,,,,2016-11-16 19:14:00
1159,O+,2024-11-05 07:32:00,2024-12-17 07:32:00,handed_over,5926.0,2024-11-12 07:32:00,,2024-11-05 05:32:00
1160,A+,2025-11-10 12:28:00,2025-12-22 12:28:00,available,,,,2025-11-10 10:28:00
1161,O+,2022-07-27 00:04:00,2022-09-07 00:04:00,disposed,,,2022-09-07 00:04:00,2022-07-26 23:04:00
1162,A+,2024-12-25 15:57:00,2025-02-05 15:57:00,handed_over,9737.0,2024-12-29 15:57:00,,2024-12-25 13:57:00
1163,B+,2021-02-08 03:32:00,2021-03-22 03:32:00,available,,,,2021-02-08 01:32:00
1164,O+,2024-02-14 07:04:00,2024-03-27 07:04:00,available,,,,2024-02-14 05:04:00
1165,A+,2021-09-12 23:16:00,2021-10-24 23:16:00,handed_over,1083.0,2021-09-20 23:16:00,,2021-09-12 21:16:00
1166,O+,2022-07-26 06:16:00,2022-09-06 06:16:00,available,,,,2022-07-26 06:16:00
1167,O+,2016-12-13 05:21:00,2017-01-24 05:21:00,handed_over,6551.0,2016-12-22 05:21:00,,2016-12-13 03:21:00
1168,B+,2025-02-24 04:14:00,2025-04-07 04:14:00,disposed,,,2025-04-04 04:14:00,2025-02-24 02:14:00
1169,A+,2017-05-12 20:20:00,2017-06-23 20:20:00,disposed,,,2017-06-20 20:20:00,2017-05-12 20:20:00
1170,A-,2017-05-17 05:01:00,2017-06-28 05:01:00,handed_over,1294.0,2017-05-26 05:01:00,,2017-05-17 05:01:00
1171,AB+,2016-08-06 16:31:00,2016-09-17 16:31:00,disposed,,,2016-09-16 16:31:00,2016-08-06 15:31:00
1172,O-,2019-07-24 03:43:00,2019-09-04 03:43:00,handed_over,7990.0,2019-08-02 03:43:00,,2019-07-24 03:43:00
1173,AB+,2021-10-31 01:25:00,2021-12-12 01:25:00,handed_over,1840.0,2021-11-02 01:25:00,,2021-10-31 01:25:00
1174,A-,2018-01-07 13:14:00,2018-02-18 13:14:00,handed_over,8211.0,2018-01-10 13:14:00,,2018-01-07 13:14:00
1175,AB+,2022-09-17 01:35:00,2022-10-29 01:35:00,available,,,,2022-09-16 23:35:00
1176,B+,2016-12-04 08:06:00,2017-01-15 08:06:00,available,,,,2016-12-04 07:06:00
1177,O+,2020-08-20 12:26:00,2020-10-01 12:26:00,handed_over,3116.0,2020-08-25 12:26:00,,2020-08-20 11:26:00
1178,A+,2018-08-16 11:34:00,2018-09-27 11:34:00,disposed,,,2018-09-26 11:34:00,2018-08-16 09:34:00
1179,O+,2019-05-15 13:55:00,2019-06-26 13:55:00,handed_over,4248.0,2019-05-16 13:55:00,,2019-05-15 12:55:00
1180,B+,2019-07-12 12:22:00,2019-08-23 12:22:00,handed_over,1629.0,2019-07-16 12:22:00,,2019-07-12 10:22:00
1181,O-,2024-07-04 20:39:00,2024-08-15 20:39:00,handed_over,7190.0,2024-07-09 20:39:00,,2024-07-04 20:39:00
1182,B+,2025-02-12 01:18:00,2025-03-26 01:18:00,handed_over,4466.0,2025-02-21 01:18:00,,2025-02-11 23:18:00
1183,AB+,2018-07-12 22:39:00,2018-08-23 22:39:00,handed_over,6546.0,2018-07-20 22:39:00,,2018-07-12 20:39:00
1184,O+,2016-08-28 12:06:00,2016-10-09 12:06:00,disposed,,,2016-10-08 12:06:00,2016-08-28 12:06:00
1185,A+,2021-03-11 11:13:00,2021-04-22 11:13:00,handed_over,6311.0,2021-03-12 11:13:00,,2021-03-11 11:13:00
1186,O+,2018-03-24 14:02:00,2018-05-05 14:02:00,available,,,,2018-03-24 13:02:00
1187,AB+,2018-02-21 18:23:00,2018-04-04 18:23:00,handed_over,9861.0,2018-02-24 18:23:00,,2018-02-21 16:23:00
1188,A+,2025-10-11 13:07:00,2025-11-22 13:07:00,available,,,,2025-10-11 13:07:00
1189,B+,2024-08-06 18:03:00,2024-09-17 18:03:00,handed_over,6242.0,2024-08-09 18:03:00,,2024-08-06 17:03:00
1190,AB-,2018-06-30 19:23:00,2018-08-11 19:23:00,handed_over,5342.0,2018-07-06 19:23:00,,2018-06-30 17:23:00
1191,A+,2017-06-01 22:56:00,2017-07-13 22:56:00,handed_over,2951.0,2017-06-05 22:56:00,,2017-06-01 22:56:00
1192,B-,2024-06-29 05:34:00,2024-08-10 05:34:00,available,,,,2024-06-29 05:34:00
1193,B+,2022-03-04 02:10:00,2022-04-15 02:10:00,available,,,,2022-03-04 00:10:00
1194,AB+,2017-01-21 09:49:00,2017-03-04 09:49:00,available,,,,2017-01-21 09:49:00
1195,A+,2019-10-08 15:15:00,2019-11-19 15:15:00,handed_over,9056.0,2019-10-12 15:15:00,,2019-10-08 13:15:00
1196,O+,2024-01-17 09:32:00,2024-02-28 09:32:00,available,,,,2024-01-17 07:32:00
1197,O-,2018-08-20 04:11:00,2018-10-01 04:11:00,handed_over,4578.0,2018-08-21 04:11:00,,2018-08-20 02:11:00
1198,O-,2021-05-30 11:12:00,2021-07-11 11:12:00,disposed,,,2021-07-10 11:12:00,2021-05-30 11:12:00
1199,O+,2017-10-25 11:56:00,2017-12-06 11:56:00,available,,,,2017-10-25 11:56:00
1200,A+,2021-03-02 15:31:00,2021-04-13 15:31:00,disposed,,,2021-04-11 15:31:00,2021-03-02 13:31:00
1201,O+,2019-02-06 04:55:00,2019-03-20 04:55:00,disposed,,,2019-03-19 04:55:00,2019-02-06 03:55:00
1202,A+,2025-05-20 20:46:00,2025-07-01 20:46:00,disposed,,,2025-06-28 20:46:00,2025-05-20 18:46:00
1203,A+,2020-10-05 18:20:00,2020-11-16 18:20:00,disposed,,,2020-11-13 18:20:00,2020-10-05 16:20:00
1204,B+,2018-12-19 18:20:00,2019-01-30 18:20:00,handed_over,2806.0,2018-12-23 18:20:00,,2018-12-19 16:20:00
1205,B+,2024-01-01 20:05:00,2024-02-12 20:05:00,handed_over,2623.0,2024-01-02 20:05:00,,2024-01-01 19:05:00
1206,O+,2024-08-10 00:11:00,2024-09-21 00:11:00,handed_over,5860.0,2024-08-15 00:11:00,,2024-08-10 00:11:00
1207,AB+,2023-07-08 13:05:00,2023-08-19 13:05:00,available,,,,2023-07-08 13:05:00
1208,B+,2025-12-27 21:33:00,2026-02-07 21:33:00,available,,,,2025-12-27 19:33:00
1209,A-,2023-02-28 10:02:00,2023-04-11 10:02:00,available,,,,2023-02-28 08:02:00
1210,O-,2017-03-01 05:05:00,2017-04-12 05:05:00,available,,,,2017-03-01 05:05:00
1211,B+,2016-07-09 19:20:00,2016-08-20 19:20:00,handed_over,7704.0,2016-07-12 19:20:00,,2016-07-09 17:20:00
1212,B+,2016-09-14 23:31:00,2016-10-26 23:31:00,disposed,,,2016-10-22 23:31:00,2016-09-14 23:31:00
1213,A+,2016-01-10 22:57:00,2016-02-21 22:57:00,disposed,,,2016-02-21 22:57:00,2016-01-10 21:57:00
1214,O+,2018-04-17 22:27:00,2018-05-29 22:27:00,available,,,,2018-04-17 20:27:00
1215,AB+,2017-09-16 13:36:00,2017-10-28 13:36:00,available,,,,2017-09-16 13:36:00
1216,A+,2018-12-14 16:33:00,2019-01-25 16:33:00,handed_over,9575.0,2018-12-19 16:33:00,,2018-12-14 16:33:00
1217,A+,2019-02-02 11:50:00,2019-03-16 11:50:00,available,,,,2019-02-02 10:50:00
1218,AB+,2021-08-31 06:40:00,2021-10-12 06:40:00,disposed,,,2021-10-10 06:40:00,2021-08-31 04:40:00
1219,AB+,2016-05-28 15:19:00,2016-07-09 15:19:00,handed_over,4323.0,2016-05-31 15:19:00,,2016-05-28 14:19:00
1220,A-,2022-06-04 11:46:00,2022-07-16 11:46:00,handed_over,7288.0,2022-06-09 11:46:00,,2022-06-04 11:46:00
1221,O-,2017-09-17 18:47:00,2017-10-29 18:47:00,available,,,,2017-09-17 18:47:00
1222,A+,2022-03-04 04:10:00,2022-04-15 04:10:00,available,,,,2022-03-04 03:10:00
1223,B+,2024-02-20 17:44:00,2024-04-02 17:44:00,available,,,,2024-02-20 16:44:00
1224,O+,2023-07-18 16:35:00,2023-08-29 16:35:00,handed_over,1929.0,2023-07-22 16:35:00,,2023-07-18 15:35:00
1225,B+,2024-11-21 22:14:00,2025-01-02 22:14:00,disposed,,,2024-12-31 22:14:00,2024-11-21 20:14:00
1226,AB+,2019-02-07 11:02:00,2019-03-21 11:02:00,available,,,,2019-02-07 11:02:00
1227,B+,2023-12-21 09:39:00,2024-02-01 09:39:00,available,,,,2023-12-21 07:39:00
1228,A-,2016-03-26 13:16:00,2016-05-07 13:16:00,handed_over,1450.0,2016-04-04 13:16:00,,2016-03-26 11:16:00
1229,O-,2024-07-19 15:14:00,2024-08-30 15:14:00,available,,,,2024-07-19 14:14:00
1230,B+,2017-03-17 14:00:00,2017-04-28 14:00:00,disposed,,,2017-04-24 14:00:00,2017-03-17 12:00:00
1231,O+,2016-12-09 22:54:00,2017-01-20 22:54:00,available,,,,2016-12-09 20:54:00
1232,A+,2024-06-08 13:41:00,2024-07-20 13:41:00,disposed,,,2024-07-16 13:41:00,2024-06-08 12:41:00
1233,A+,2025-03-23 19:30:00,2025-05-04 19:30:00,disposed,,,2025-05-03 19:30:00,2025-03-23 18:30:00
1234,A+,2016-09-23 21:15:00,2016-11-04 21:15:00,disposed,,,2016-10-31 21:15:00,2016-09-23 20:15:00
1235,AB+,2018-06-11 08:46:00,2018-07-23 08:46:00,available,,,,2018-06-11 08:46:00
1236,B+,2025-04-28 18:30:00,2025-06-09 18:30:00,available,,,,2025-04-28 18:30:00
1237,O+,2024-04-04 03:52:00,2024-05-16 03:52:00,disposed,,,2024-05-14 03:52:00,2024-04-04 01:52:00
1238,B+,2022-04-12 07:23:00,2022-05-24 07:23:00,disposed,,,2022-05-24 07:23:00,2022-04-12 05:23:00
1239,O-,2019-11-16 18:46:00,2019-12-28 18:46:00,handed_over,4414.0,2019-11-22 18:46:00,,2019-11-16 18:46:00
1240,A+,2024-03-10 21:54:00,2024-04-21 21:54:00,handed_over,1219.0,2024-03-12 21:54:00,,2024-03-10 19:54:00
1241,O+,2020-10-02 11:47:00,2020-11-13 11:47:00,available,,,,2020-10-02 10:47:00
1242,O+,2016-05-11 04:07:00,2016-06-22 04:07:00,disposed,,,2016-06-22 04:07:00,2016-05-11 04:07:00
1243,O+,2025-06-18 05:46:00,2025-07-30 05:46:00,available,,,,2025-06-18 03:46:00
1244,O+,2020-10-29 20:10:00,2020-12-10 20:10:00,available,,,,2020-10-29 18:10:00
1245,O+,2019-07-08 17:23:00,2019-08-19 17:23:00,available,,,,2019-07-08 15:23:00
1246,AB+,2017-11-17 17:19:00,2017-12-29 17:19:00,handed_over,5559.0,2017-11-18 17:19:00,,2017-11-17 17:19:00
1247,A+,2017-02-15 12:04:00,2017-03-29 12:04:00,available,,,,2017-02-15 12:04:00
1248,A+,2016-10-12 00:21:00,2016-11-23 00:21:00,handed_over,9201.0,2016-10-13 00:21:00,,2016-10-12 00:21:00
1249,O+,2018-04-29 13:04:00,2018-06-10 13:04:00,available,,,,2018-04-29 12:04:00
1250,AB+,2016-01-31 05:26:00,2016-03-13 05:26:00,available,,,,2016-01-31 03:26:00
1251,O+,2017-03-15 15:53:00,2017-04-26 15:53:00,handed_over,9501.0,2017-03-16 15:53:00,,2017-03-15 13:53:00
1252,B+,2024-03-15 11:19:00,2024-04-26 11:19:00,available,,,,2024-03-15 10:19:00
1253,A+,2019-09-23 01:54:00,2019-11-04 01:54:00,available,,,,2019-09-23 01:54:00
1254,A+,2022-10-20 22:44:00,2022-12-01 22:44:00,handed_over,3314.0,2022-10-29 22:44:00,,2022-10-20 22:44:00
1255,AB+,2018-07-11 16:16:00,2018-08-22 16:16:00,handed_over,6031.0,2018-07-16 16:16:00,,2018-07-11 16:16:00
1256,B+,2016-06-24 20:49:00,2016-08-05 20:49:00,available,,,,2016-06-24 19:49:00
1257,A+,2018-07-24 02:16:00,2018-09-04 02:16:00,disposed,,,2018-09-02 02:16:00,2018-07-24 00:16:00
1258,B+,2019-04-27 17:57:00,2019-06-08 17:57:00,disposed,,,2019-06-07 17:57:00,2019-04-27 16:57:00
1259,A+,2017-08-24 22:05:00,2017-10-05 22:05:00,handed_over,9815.0,2017-08-28 22:05:00,,2017-08-24 20:05:00
1260,B-,2022-01-12 07:54:00,2022-02-23 07:54:00,available,,,,2022-01-12 05:54:00
1261,A-,2020-01-05 12:07:00,2020-02-16 12:07:00,available,,,,2020-01-05 10:07:00
1262,O+,2017-02-06 05:28:00,2017-03-20 05:28:00,disposed,,,2017-03-20 05:28:00,2017-02-06 04:28:00
1263,B+,2023-04-24 09:26:00,2023-06-05 09:26:00,handed_over,2008.0,2023-04-29 09:26:00,,2023-04-24 09:26:00
1264,B+,2016-06-25 00:38:00,2016-08-06 00:38:00,available,,,,2016-06-25 00:38:00
1265,A+,2020-04-13 12:02:00,2020-05-25 12:02:00,disposed,,,2020-05-25 12:02:00,2020-04-13 11:02:00
1266,A+,2016-11-02 14:36:00,2016-12-14 14:36:00,handed_over,2433.0,2016-11-11 14:36:00,,2016-11-02 12:36:00
1267,B+,2025-02-20 21:17:00,2025-04-03 21:17:00,handed_over,1191.0,2025-02-23 21:17:00,,2025-02-20 20:17:00
1268,B+,2020-07-21 02:05:00,2020-09-01 02:05:00,available,,,,2020-07-21 02:05:00
1269,AB+,2024-08-04 04:08:00,2024-09-15 04:08:00,available,,,,2024-08-04 03:08:00
1270,A-,2025-11-20 18:27:00,2026-01-01 18:27:00,disposed,,,2025-12-31 18:27:00,2025-11-20 16:27:00
1271,AB+,2018-09-13 12:37:00,2018-10-25 12:37:00,handed_over,8477.0,2018-09-16 12:37:00,,2018-09-13 12:37:00
1272,O+,2024-07-11 20:20:00,2024-08-22 20:20:00,available,,,,2024-07-11 18:20:00
1273,O+,2018-09-13 13:05:00,2018-10-25 13:05:00,handed_over,2901.0,2018-09-15 13:05:00,,2018-09-13 12:05:00
1274,A+,2020-08-28 16:10:00,2020-10-09 16:10:00,handed_over,8809.0,2020-09-05 16:10:00,,2020-08-28 14:10:00
1275,B+,2022-03-30 20:16:00,2022-05-11 20:16:00,available,,,,2022-03-30 19:16:00
1276,A+,2023-09-08 06:06:00,2023-10-20 06:06:00,handed_over,4713.0,2023-09-15 06:06:00,,2023-09-08 06:06:00
1277,A+,2025-06-16 20:00:00,2025-07-28 20:00:00,handed_over,5106.0,2025-06-18 20:00:00,,2025-06-16 20:00:00
1278,O-,2016-08-04 07:04:00,2016-09-15 07:04:00,available,,,,2016-08-04 07:04:00
1279,A+,2018-11-19 18:07:00,2018-12-31 18:07:00,available,,,,2018-11-19 16:07:00
1280,B+,2021-03-19 18:43:00,2021-04-30 18:43:00,available,,,,2021-03-19 17:43:00
1281,AB+,2018-04-06 22:29:00,2018-05-18 22:29:00,handed_over,9049.0,2018-04-10 22:29:00,,2018-04-06 21:29:00
1282,AB-,2023-12-04 03:54:00,2024-01-15 03:54:00,handed_over,3943.0,2023-12-11 03:54:00,,2023-12-04 02:54:00
1283,B-,2024-07-12 12:13:00,2024-08-23 12:13:00,available,,,,2024-07-12 10:13:00
1284,A+,2020-06-24 21:47:00,2020-08-05 21:47:00,handed_over,4962.0,2020-06-25 21:47:00,,2020-06-24 20:47:00
1285,B+,2025-11-22 06:46:00,2026-01-03 06:46:00,available,,,,2025-11-22 06:46:00
1286,B+,2024-06-11 15:43:00,2024-07-23 15:43:00,handed_over,8473.0,2024-06-12 15:43:00,,2024-06-11 14:43:00
1287,A+,2022-11-07 15:54:00,2022-12-19 15:54:00,available,,,,2022-11-07 13:54:00
1288,B+,2016-09-03 12:54:00,2016-10-15 12:54:00,handed_over,7404.0,2016-09-11 12:54:00,,2016-09-03 12:54:00
1289,A+,2019-08-07 14:27:00,2019-09-18 14:27:00,handed_over,3507.0,2019-08-13 14:27:00,,2019-08-07 14:27:00
1290,A+,2021-07-11 06:49:00,2021-08-22 06:49:00,handed_over,9050.0,2021-07-13 06:49:00,,2021-07-11 04:49:00
1291,B+,2024-09-20 18:45:00,2024-11-01 18:45:00,handed_over,7711.0,2024-09-21 18:45:00,,2024-09-20 18:45:00
1292,A+,2025-03-01 05:39:00,2025-04-12 05:39:00,available,,,,2025-03-01 04:39:00
1293,B-,2016-10-14 06:19:00,2016-11-25 06:19:00,disposed,,,2016-11-25 06:19:00,2016-10-14 04:19:00
1294,AB+,2018-04-29 17:14:00,2018-06-10 17:14:00,disposed,,,2018-06-07 17:14:00,2018-04-29 16:14:00
1295,O+,2023-02-24 21:50:00,2023-04-07 21:50:00,handed_over,7069.0,2023-02-27 21:50:00,,2023-02-24 19:50:00
1296,A+,2023-06-02 20:20:00,2023-07-14 20:20:00,disposed,,,2023-07-12 20:20:00,2023-06-02 18:20:00
1297,A+,2024-08-03 07:52:00,2024-09-14 07:52:00,available,,,,2024-08-03 05:52:00
1298,A+,2023-10-29 17:22:00,2023-12-10 17:22:00,available,,,,2023-10-29 16:22:00
1299,AB+,2020-10-06 08:08:00,2020-11-17 08:08:00,handed_over,4602.0,2020-10-10 08:08:00,,2020-10-06 06:08:00
1300,AB-,2024-01-07 06:40:00,2024-02-18 06:40:00,disposed,,,2024-02-18 06:40:00,2024-01-07 06:40:00
1301,A+,2025-12-16 00:01:00,2026-01-27 00:01:00,available,,,,2025-12-15 23:01:00
1302,O+,2019-03-01 13:31:00,2019-04-12 13:31:00,handed_over,7999.0,2019-03-06 13:31:00,,2019-03-01 11:31:00
1303,A+,2018-05-17 01:39:00,2018-06-28 01:39:00,disposed,,,2018-06-28 01:39:00,2018-05-16 23:39:00
1304,B+,2025-10-09 18:13:00,2025-11-20 18:13:00,disposed,,,2025-11-19 18:13:00,2025-10-09 17:13:00
1305,AB-,2020-08-10 09:48:00,2020-09-21 09:48:00,available,,,,2020-08-10 09:48:00
1306,O+,2018-09-14 13:20:00,2018-10-26 13:20:00,available,,,,2018-09-14 13:20:00
1307,AB-,2023-03-31 07:30:00,2023-05-12 07:30:00,available,,,,2023-03-31 05:30:00
1308,O+,2018-05-18 15:39:00,2018-06-29 15:39:00,handed_over,8020.0,2018-05-21 15:39:00,,2018-05-18 13:39:00
1309,B+,2019-02-03 07:40:00,2019-03-17 07:40:00,disposed,,,2019-03-17 07:40:00,2019-02-03 07:40:00
1310,O+,2018-11-24 16:51:00,2019-01-05 16:51:00,handed_over,5433.0,2018-11-29 16:51:00,,2018-11-24 14:51:00
1311,A+,2021-04-18 20:26:00,2021-05-30 20:26:00,disposed,,,2021-05-29 20:26:00,2021-04-18 20:26:00
1312,O+,2019-01-09 07:01:00,2019-02-20 07:01:00,handed_over,8568.0,2019-01-16 07:01:00,,2019-01-09 07:01:00
1313,B+,2019-10-24 17:30:00,2019-12-05 17:30:00,handed_over,7814.0,2019-11-02 17:30:00,,2019-10-24 17:30:00
1314,O+,2017-12-04 04:40:00,2018-01-15 04:40:00,available,,,,2017-12-04 04:40:00
1315,B+,2016-08-20 01:33:00,2016-10-01 01:33:00,available,,,,2016-08-19 23:33:00
1316,AB+,2019-06-20 22:58:00,2019-08-01 22:58:00,available,,,,2019-06-20 21:58:00
1317,B+,2023-09-19 16:13:00,2023-10-31 16:13:00,available,,,,2023-09-19 15:13:00
1318,O+,2023-07-28 13:37:00,2023-09-08 13:37:00,available,,,,2023-07-28 13:37:00
1319,A+,2023-10-21 00:47:00,2023-12-02 00:47:00,available,,,,2023-10-20 22:47:00
1320,A+,2025-07-16 03:32:00,2025-08-27 03:32:00,handed_over,6398.0,2025-07-21 03:32:00,,2025-07-16 02:32:00
1321,A+,2019-03-14 17:25:00,2019-04-25 17:25:00,handed_over,2253.0,2019-03-18 17:25:00,,2019-03-14 16:25:00
1322,A+,2021-05-07 17:30:00,2021-06-18 17:30:00,available,,,,2021-05-07 17:30:00
1323,O+,2019-03-24 15:57:00,2019-05-05 15:57:00,handed_over,4986.0,2019-04-02 15:57:00,,2019-03-24 15:57:00
1324,A+,2018-02-16 07:11:00,2018-03-30 07:11:00,handed_over,5442.0,2018-02-24 07:11:00,,2018-02-16 05:11:00
1325,O-,2021-04-25 15:11:00,2021-06-06 15:11:00,handed_over,5308.0,2021-04-30 15:11:00,,2021-04-25 14:11:00
1326,B+,2019-01-03 19:50:00,2019-02-14 19:50:00,handed_over,5225.0,2019-01-12 19:50:00,,2019-01-03 19:50:00
1327,A+,2023-05-12 02:11:00,2023-06-23 02:11:00,handed_over,5582.0,2023-05-21 02:11:00,,2023-05-12 02:11:00
1328,O+,2018-11-19 08:52:00,2018-12-31 08:52:00,disposed,,,2018-12-29 08:52:00,2018-11-19 06:52:00
1329,AB+,2025-08-17 21:36:00,2025-09-28 21:36:00,available,,,,2025-08-17 21:36:00
1330,B+,2023-07-15 09:48:00,2023-08-26 09:48:00,available,,,,2023-07-15 09:48:00
1331,B-,2020-11-30 14:50:00,2021-01-11 14:50:00,available,,,,2020-11-30 14:50:00
1332,AB-,2021-11-08 07:59:00,2021-12-20 07:59:00,handed_over,1762.0,2021-11-09 07:59:00,,2021-11-08 07:59:00
1333,A+,2017-03-19 22:14:00,2017-04-30 22:14:00,available,,,,2017-03-19 22:14:00
1334,O-,2020-02-07 06:46:00,2020-03-20 06:46:00,handed_over,2351.0,2020-02-13 06:46:00,,2020-02-07 04:46:00
